ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
9595,Karnataka,Mangalore,Locality_103,Independent House,4,1357,479.37,0.35,2011,Furnished,5,23,14,5,7,High,Yes,No,"Clubhouse, Gym, Pool, Garden, Playground",East,Broker,Under_Construction
9596,Rajasthan,Jodhpur,Locality_166,Villa,3,2554,129.98,0.05,2020,Unfurnished,19,16,5,3,5,Medium,No,Yes,"Playground, Garden, Pool, Gym",South,Owner,Under_Construction
9597,Gujarat,Surat,Locality_432,Independent House,5,1172,145.61,0.12,2006,Furnished,18,27,19,10,4,High,No,No,Pool,South,Owner,Ready_to_Move
9598,Punjab,Amritsar,Locality_417,Villa,5,1549,239.19,0.15,2008,Semi-furnished,28,10,17,3,1,Low,No,Yes,"Playground, Pool, Gym, Garden",South,Broker,Ready_to_Move
9599,Chhattisgarh,Raipur,Locality_388,Apartment,5,1215,420.91,0.35,2012,Semi-furnished,13,9,13,2,6,Medium,Yes,No,"Garden, Playground",South,Broker,Under_Construction
9600,Kerala,Trivandrum,Locality_88,Independent House,4,1513,498.51,0.33,1993,Semi-furnished,28,20,32,10,2,Low,Yes,Yes,Garden,North,Broker,Under_Construction
9601,Delhi,Dwarka,Locality_171,Villa,5,4834,450.34,0.09,2000,Unfurnished,11,6,25,9,1,High,Yes,Yes,Playground,West,Broker,Under_Construction
9602,Uttar Pradesh,Lucknow,Locality_168,Villa,2,1099,326.79,0.3,2013,Unfurnished,13,3,12,7,5,Low,Yes,No,"Garden, Playground, Pool, Clubhouse",West,Builder,Ready_to_Move
9603,Odisha,Bhubaneswar,Locality_490,Apartment,1,2792,59.64,0.02,2004,Unfurnished,6,26,21,3,3,Medium,Yes,Yes,"Garden, Gym, Playground, Pool, Clubhouse",South,Owner,Under_Construction
9604,Telangana,Warangal,Locality_412,Independent House,2,3066,273.52,0.09,2016,Semi-furnished,22,2,9,2,6,Medium,Yes,No,"Garden, Gym, Clubhouse, Playground",North,Owner,Under_Construction
9605,Chhattisgarh,Raipur,Locality_381,Independent House,1,1196,168.21,0.14,2008,Semi-furnished,25,1,17,4,1,High,No,Yes,Pool,East,Builder,Under_Construction
9606,Tamil Nadu,Chennai,Locality_41,Apartment,1,724,416.6,0.58,2015,Unfurnished,9,12,10,4,10,Low,No,Yes,"Playground, Garden, Gym, Clubhouse, Pool",East,Builder,Under_Construction
9607,Madhya Pradesh,Indore,Locality_349,Villa,4,2270,455.62,0.2,2017,Semi-furnished,17,18,8,5,1,Medium,Yes,Yes,"Clubhouse, Pool, Playground, Garden",North,Builder,Under_Construction
9608,Delhi,New Delhi,Locality_32,Villa,5,3780,264.67,0.07,2004,Unfurnished,29,24,21,3,8,High,Yes,Yes,"Clubhouse, Garden, Pool, Playground",North,Broker,Ready_to_Move
9609,Tamil Nadu,Coimbatore,Locality_418,Independent House,5,3156,278.59,0.09,1997,Furnished,13,14,28,10,3,High,Yes,Yes,Pool,West,Builder,Under_Construction
9610,Assam,Silchar,Locality_202,Villa,4,2099,494.03,0.24,2016,Semi-furnished,26,8,9,1,1,High,No,Yes,"Playground, Garden, Gym",South,Broker,Under_Construction
9611,Haryana,Gurgaon,Locality_258,Independent House,3,1380,246.18,0.18,1993,Furnished,7,15,32,1,1,High,Yes,Yes,Pool,West,Owner,Under_Construction
9612,Telangana,Hyderabad,Locality_113,Independent House,4,4580,224.9,0.05,2021,Unfurnished,29,2,4,9,7,Low,No,Yes,"Pool, Gym, Clubhouse",East,Broker,Under_Construction
9613,Bihar,Gaya,Locality_421,Independent House,4,3661,144.24,0.04,2013,Unfurnished,11,16,12,4,3,High,No,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Broker,Ready_to_Move
9614,Gujarat,Ahmedabad,Locality_352,Villa,3,4627,413.24,0.09,2007,Unfurnished,0,4,18,9,6,High,Yes,Yes,"Clubhouse, Gym, Garden, Playground, Pool",North,Owner,Ready_to_Move
9615,Punjab,Amritsar,Locality_225,Villa,5,1058,249.82,0.24,2011,Unfurnished,25,18,14,2,4,High,No,No,"Pool, Clubhouse",West,Owner,Under_Construction
9616,Uttar Pradesh,Noida,Locality_147,Independent House,5,4033,369.25,0.09,2008,Semi-furnished,8,13,17,7,2,Medium,Yes,No,"Pool, Playground, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move
9617,Assam,Silchar,Locality_380,Apartment,5,3369,498.43,0.15,2010,Furnished,15,25,15,8,7,High,No,Yes,"Playground, Garden, Pool, Clubhouse",West,Builder,Ready_to_Move
9618,Karnataka,Mysore,Locality_236,Villa,3,4836,400.97,0.08,2007,Unfurnished,20,27,18,2,6,Medium,Yes,Yes,"Playground, Gym, Garden",East,Broker,Under_Construction
9619,Bihar,Gaya,Locality_284,Villa,2,3429,295.84,0.09,2011,Unfurnished,9,4,14,10,5,Low,Yes,Yes,"Garden, Gym, Pool",West,Owner,Ready_to_Move
9620,Maharashtra,Pune,Locality_9,Apartment,5,1493,211.9,0.14,1991,Furnished,0,19,34,4,10,Medium,Yes,No,"Pool, Playground, Gym",South,Owner,Under_Construction
9621,Delhi,New Delhi,Locality_12,Villa,1,3524,191.33,0.05,2006,Unfurnished,14,30,19,1,9,High,No,No,"Pool, Clubhouse, Garden, Playground, Gym",West,Builder,Ready_to_Move
9622,Bihar,Patna,Locality_312,Apartment,3,4475,401.97,0.09,1991,Furnished,8,20,34,4,7,High,No,No,"Garden, Clubhouse, Gym, Pool, Playground",East,Broker,Under_Construction
9623,Andhra Pradesh,Vijayawada,Locality_387,Independent House,5,2621,486.94,0.19,2009,Unfurnished,11,5,16,10,4,High,Yes,Yes,"Playground, Garden, Clubhouse",West,Owner,Under_Construction
9624,Haryana,Gurgaon,Locality_458,Independent House,4,4494,202.72,0.05,2013,Unfurnished,20,29,12,4,8,Low,No,Yes,"Pool, Garden, Clubhouse, Gym",East,Broker,Under_Construction
9625,Andhra Pradesh,Vijayawada,Locality_311,Villa,3,3108,292.01,0.09,2014,Furnished,28,10,11,4,5,Low,No,No,Playground,South,Owner,Under_Construction
9626,Uttar Pradesh,Lucknow,Locality_360,Apartment,4,1673,195.15,0.12,2000,Unfurnished,4,5,25,10,4,High,Yes,Yes,"Garden, Gym, Playground, Clubhouse, Pool",West,Owner,Ready_to_Move
9627,Andhra Pradesh,Vishakhapatnam,Locality_38,Villa,3,871,165.36,0.19,2010,Furnished,6,27,15,4,3,Low,No,No,"Garden, Gym, Playground",North,Builder,Ready_to_Move
9628,Karnataka,Bangalore,Locality_116,Villa,1,4845,470.47,0.1,2013,Unfurnished,0,4,12,8,5,Low,No,No,"Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction
9629,Maharashtra,Mumbai,Locality_324,Apartment,5,4983,369.3,0.07,1995,Semi-furnished,1,11,30,9,3,High,Yes,No,Pool,East,Broker,Ready_to_Move
9630,Punjab,Ludhiana,Locality_438,Apartment,2,897,316.35,0.35,2015,Unfurnished,13,18,10,7,3,Low,No,Yes,"Playground, Pool, Clubhouse",West,Owner,Under_Construction
9631,Tamil Nadu,Chennai,Locality_59,Apartment,4,1880,294.39,0.16,2015,Unfurnished,24,24,10,1,8,Low,No,No,"Gym, Pool",South,Owner,Under_Construction
9632,West Bengal,Kolkata,Locality_39,Villa,4,4382,490.79,0.11,2021,Furnished,13,22,4,10,7,Low,No,No,"Garden, Playground",North,Broker,Under_Construction
9633,Haryana,Gurgaon,Locality_407,Villa,5,3412,441.25,0.13,1998,Furnished,11,21,27,5,9,Medium,Yes,Yes,"Playground, Pool, Gym, Clubhouse, Garden",South,Owner,Under_Construction
9634,Bihar,Gaya,Locality_281,Villa,2,4841,171.28,0.04,1991,Furnished,29,12,34,8,6,Low,Yes,Yes,"Garden, Gym, Clubhouse, Pool",North,Broker,Ready_to_Move
9635,Odisha,Bhubaneswar,Locality_136,Villa,1,3963,478.69,0.12,2005,Furnished,8,7,20,3,3,High,No,No,"Pool, Playground, Gym",East,Builder,Ready_to_Move
9636,Bihar,Gaya,Locality_459,Independent House,4,562,422.76,0.75,2009,Furnished,16,24,16,4,5,Low,No,No,Garden,West,Owner,Under_Construction
9637,Delhi,New Delhi,Locality_22,Apartment,3,3567,53.51,0.02,1999,Furnished,6,18,26,3,5,High,Yes,No,"Playground, Pool, Gym, Clubhouse, Garden",East,Broker,Under_Construction
9638,Delhi,Dwarka,Locality_196,Apartment,2,1847,219.67,0.12,2015,Semi-furnished,26,2,10,6,2,Medium,Yes,No,Garden,North,Owner,Under_Construction
9639,Chhattisgarh,Bilaspur,Locality_199,Independent House,3,1364,104.21,0.08,1994,Semi-furnished,10,5,31,7,9,Low,No,Yes,"Garden, Pool, Clubhouse",East,Broker,Ready_to_Move
9640,Rajasthan,Jaipur,Locality_238,Villa,4,2227,403.25,0.18,2014,Furnished,20,10,11,8,4,Medium,Yes,No,"Garden, Gym, Pool, Playground",North,Builder,Under_Construction
9641,Bihar,Gaya,Locality_57,Villa,5,4217,196.42,0.05,2010,Furnished,5,5,15,8,4,High,Yes,Yes,"Gym, Garden",South,Builder,Under_Construction
9642,West Bengal,Kolkata,Locality_217,Apartment,1,1577,94.29,0.06,2009,Semi-furnished,15,27,16,2,8,High,No,Yes,"Playground, Gym",West,Broker,Ready_to_Move
9643,Odisha,Cuttack,Locality_46,Apartment,5,3700,72.71,0.02,2020,Unfurnished,29,29,5,7,2,Medium,Yes,No,"Gym, Playground",North,Broker,Under_Construction
9644,Punjab,Ludhiana,Locality_374,Independent House,5,2377,380.29,0.16,1999,Furnished,0,22,26,8,4,High,Yes,Yes,"Pool, Gym, Clubhouse, Playground, Garden",East,Broker,Under_Construction
9645,Gujarat,Surat,Locality_242,Villa,5,1568,109.16,0.07,2022,Semi-furnished,3,17,3,10,2,Medium,No,Yes,"Gym, Pool, Playground",North,Builder,Ready_to_Move
9646,Gujarat,Ahmedabad,Locality_238,Villa,4,4903,88.4,0.02,2012,Semi-furnished,8,13,13,10,4,Medium,No,No,"Clubhouse, Playground, Garden, Pool, Gym",East,Owner,Under_Construction
9647,Maharashtra,Mumbai,Locality_449,Independent House,5,762,359.4,0.47,2020,Furnished,12,16,5,9,9,Medium,Yes,No,Pool,West,Builder,Under_Construction
9648,Uttarakhand,Haridwar,Locality_390,Apartment,3,896,308.76,0.34,1993,Furnished,6,4,32,3,7,Low,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",West,Owner,Ready_to_Move
9649,Tamil Nadu,Chennai,Locality_127,Independent House,4,3869,96.0,0.02,2011,Semi-furnished,11,20,14,3,1,High,Yes,No,"Garden, Playground",North,Builder,Ready_to_Move
9650,Gujarat,Ahmedabad,Locality_175,Apartment,2,1383,84.49,0.06,2017,Unfurnished,21,20,8,2,9,Medium,No,No,"Clubhouse, Garden, Pool, Playground, Gym",East,Owner,Under_Construction
9651,Kerala,Kochi,Locality_20,Independent House,2,3383,346.51,0.1,1998,Unfurnished,15,25,27,9,2,Low,No,No,Playground,South,Builder,Under_Construction
9652,Tamil Nadu,Coimbatore,Locality_236,Villa,2,735,344.8,0.47,2016,Semi-furnished,30,27,9,2,1,High,No,No,"Pool, Garden, Clubhouse, Playground, Gym",South,Owner,Ready_to_Move
9653,Chhattisgarh,Bilaspur,Locality_292,Villa,3,2204,255.7,0.12,2021,Unfurnished,20,14,4,4,1,Low,Yes,Yes,"Clubhouse, Garden, Playground, Gym",West,Owner,Ready_to_Move
9654,Andhra Pradesh,Vijayawada,Locality_462,Apartment,3,2483,442.81,0.18,2013,Unfurnished,7,29,12,3,3,Low,Yes,Yes,"Gym, Playground, Clubhouse, Pool, Garden",West,Builder,Ready_to_Move
9655,Gujarat,Surat,Locality_179,Villa,4,4474,148.02,0.03,1990,Unfurnished,11,14,35,4,3,Low,Yes,Yes,"Playground, Pool, Garden, Gym",West,Owner,Under_Construction
9656,Delhi,Dwarka,Locality_22,Apartment,1,2508,123.47,0.05,2014,Semi-furnished,11,6,11,1,5,High,Yes,Yes,"Playground, Clubhouse",West,Owner,Under_Construction
9657,Maharashtra,Nagpur,Locality_46,Villa,1,4171,439.39,0.11,2005,Semi-furnished,25,10,20,9,10,Low,Yes,No,"Gym, Pool, Playground, Clubhouse",South,Builder,Under_Construction
9658,Punjab,Ludhiana,Locality_388,Independent House,5,1125,102.04,0.09,2014,Unfurnished,21,1,11,9,2,High,No,Yes,Garden,South,Builder,Ready_to_Move
9659,West Bengal,Durgapur,Locality_3,Independent House,2,3485,46.58,0.01,2017,Unfurnished,18,10,8,9,3,High,No,No,"Garden, Pool, Gym, Clubhouse, Playground",East,Broker,Under_Construction
9660,Bihar,Gaya,Locality_225,Villa,5,1652,156.39,0.09,2000,Furnished,19,27,25,5,2,Medium,No,No,"Gym, Garden, Playground",South,Owner,Ready_to_Move
9661,Madhya Pradesh,Bhopal,Locality_20,Villa,4,3537,72.1,0.02,1991,Unfurnished,23,7,34,9,7,Low,Yes,Yes,"Clubhouse, Garden, Playground",North,Broker,Ready_to_Move
9662,Gujarat,Ahmedabad,Locality_207,Villa,3,2566,272.75,0.11,1996,Unfurnished,2,25,29,3,5,High,Yes,Yes,"Clubhouse, Gym",East,Builder,Ready_to_Move
9663,Uttar Pradesh,Noida,Locality_431,Independent House,5,1682,468.0,0.28,1998,Unfurnished,27,28,27,2,5,Medium,Yes,No,"Playground, Clubhouse, Gym, Pool, Garden",West,Broker,Ready_to_Move
9664,Karnataka,Mysore,Locality_396,Independent House,1,3742,35.79,0.01,2022,Furnished,17,29,3,10,7,Low,Yes,No,Playground,South,Broker,Under_Construction
9665,Chhattisgarh,Bilaspur,Locality_469,Villa,3,701,142.11,0.2,2001,Furnished,30,19,24,6,8,High,Yes,No,"Pool, Clubhouse, Playground",North,Owner,Under_Construction
9666,Uttar Pradesh,Lucknow,Locality_416,Apartment,4,4771,187.19,0.04,2020,Unfurnished,11,1,5,1,2,Low,No,No,"Garden, Playground, Clubhouse",West,Builder,Ready_to_Move
9667,Bihar,Patna,Locality_275,Independent House,1,2408,161.78,0.07,2017,Furnished,26,26,8,2,3,High,No,Yes,"Clubhouse, Gym, Pool, Garden",West,Owner,Ready_to_Move
9668,Karnataka,Bangalore,Locality_216,Apartment,3,1412,107.26,0.08,1993,Unfurnished,24,28,32,2,6,Low,No,No,"Playground, Gym, Garden, Pool",West,Owner,Under_Construction
9669,Assam,Silchar,Locality_236,Apartment,1,1921,137.46,0.07,1998,Furnished,26,9,27,1,1,High,No,Yes,Clubhouse,South,Owner,Ready_to_Move
9670,Tamil Nadu,Coimbatore,Locality_115,Apartment,3,2906,415.42,0.14,2019,Semi-furnished,27,29,6,10,4,Medium,No,Yes,Clubhouse,West,Owner,Under_Construction
9671,Andhra Pradesh,Vishakhapatnam,Locality_348,Villa,4,1802,475.26,0.26,2022,Unfurnished,20,30,3,4,3,Low,No,No,Clubhouse,West,Broker,Under_Construction
9672,Kerala,Kochi,Locality_492,Villa,4,4371,342.8,0.08,2015,Unfurnished,1,23,10,3,1,High,No,Yes,Gym,West,Builder,Ready_to_Move
9673,Bihar,Patna,Locality_170,Independent House,3,1999,395.31,0.2,1992,Furnished,19,16,33,5,2,High,Yes,No,"Pool, Garden, Clubhouse, Gym",West,Owner,Under_Construction
9674,Karnataka,Bangalore,Locality_399,Independent House,4,2499,121.5,0.05,2017,Furnished,8,3,8,4,5,Medium,Yes,No,"Playground, Gym, Pool",North,Builder,Under_Construction
9675,Uttarakhand,Haridwar,Locality_26,Independent House,1,3567,286.63,0.08,2003,Semi-furnished,9,26,22,7,5,Low,No,Yes,"Garden, Gym, Clubhouse, Playground",North,Broker,Under_Construction
9676,Maharashtra,Mumbai,Locality_272,Apartment,1,1558,179.44,0.12,2002,Semi-furnished,6,30,23,8,9,High,Yes,Yes,"Gym, Playground, Clubhouse, Pool",West,Broker,Ready_to_Move
9677,Karnataka,Mangalore,Locality_185,Independent House,4,3337,217.25,0.07,2014,Semi-furnished,16,30,11,8,5,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move
9678,Andhra Pradesh,Vishakhapatnam,Locality_319,Apartment,1,1978,174.3,0.09,2004,Semi-furnished,3,13,21,10,6,Medium,No,Yes,Pool,North,Broker,Ready_to_Move
9679,Uttar Pradesh,Noida,Locality_44,Independent House,1,4306,245.2,0.06,2010,Unfurnished,24,19,15,1,7,Low,Yes,Yes,"Clubhouse, Playground, Garden",East,Builder,Ready_to_Move
9680,Rajasthan,Jaipur,Locality_128,Villa,2,2994,242.39,0.08,2000,Furnished,13,19,25,2,4,Medium,No,Yes,"Clubhouse, Gym, Pool, Playground, Garden",East,Builder,Under_Construction
9681,Madhya Pradesh,Bhopal,Locality_143,Apartment,4,3058,167.72,0.05,2016,Semi-furnished,29,14,9,10,3,Low,No,No,"Clubhouse, Pool, Playground, Garden",South,Owner,Under_Construction
9682,Rajasthan,Jodhpur,Locality_260,Villa,3,1915,461.02,0.24,2007,Semi-furnished,21,7,18,6,9,Medium,No,No,"Garden, Gym, Pool",East,Builder,Ready_to_Move
9683,Uttar Pradesh,Noida,Locality_251,Apartment,3,2426,498.39,0.21,2007,Unfurnished,0,17,18,1,5,Medium,Yes,Yes,"Playground, Gym, Garden, Pool",West,Broker,Ready_to_Move
9684,Delhi,Dwarka,Locality_420,Villa,2,564,418.44,0.74,2021,Semi-furnished,30,30,4,10,3,Medium,No,Yes,"Pool, Playground, Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
9685,Maharashtra,Mumbai,Locality_302,Apartment,5,4167,162.84,0.04,2019,Semi-furnished,30,19,6,3,2,Low,No,No,"Pool, Playground",East,Broker,Ready_to_Move
9686,Telangana,Hyderabad,Locality_174,Apartment,1,1568,113.82,0.07,1999,Furnished,4,3,26,6,5,Low,Yes,Yes,"Playground, Clubhouse, Pool, Garden",North,Broker,Under_Construction
9687,Maharashtra,Nagpur,Locality_448,Villa,5,1446,178.29,0.12,2021,Unfurnished,18,22,4,9,2,Medium,Yes,No,"Playground, Gym, Pool",South,Builder,Ready_to_Move
9688,Maharashtra,Nagpur,Locality_430,Apartment,3,4423,123.0,0.03,2015,Unfurnished,6,3,10,4,8,Medium,No,Yes,"Garden, Pool, Clubhouse, Playground",West,Broker,Ready_to_Move
9689,Haryana,Faridabad,Locality_389,Villa,5,769,258.92,0.34,1991,Semi-furnished,2,16,34,6,8,Low,No,Yes,"Garden, Gym",East,Builder,Ready_to_Move
9690,Uttar Pradesh,Lucknow,Locality_162,Independent House,5,2266,443.39,0.2,2021,Semi-furnished,13,24,4,7,3,Low,No,No,Gym,East,Builder,Under_Construction
9691,Delhi,Dwarka,Locality_266,Independent House,4,3181,207.95,0.07,2020,Semi-furnished,6,6,5,5,10,Low,Yes,Yes,Gym,South,Owner,Under_Construction
9692,Rajasthan,Jodhpur,Locality_55,Villa,3,3410,397.23,0.12,1999,Furnished,14,26,26,9,4,Medium,Yes,No,"Pool, Clubhouse, Gym, Garden, Playground",West,Broker,Ready_to_Move
9693,Tamil Nadu,Coimbatore,Locality_485,Independent House,2,4401,246.73,0.06,1994,Semi-furnished,13,22,31,8,9,Medium,Yes,No,Gym,West,Broker,Ready_to_Move
9694,Gujarat,Ahmedabad,Locality_241,Apartment,3,2048,380.86,0.19,2003,Furnished,21,20,22,2,5,Low,No,Yes,"Gym, Clubhouse, Pool, Playground",West,Broker,Ready_to_Move
9695,Gujarat,Surat,Locality_60,Villa,4,3192,168.58,0.05,2010,Unfurnished,27,17,15,6,10,High,No,No,"Clubhouse, Garden, Gym, Playground, Pool",West,Builder,Under_Construction
9696,Karnataka,Bangalore,Locality_430,Independent House,2,511,141.28,0.28,2003,Semi-furnished,11,4,22,4,1,High,No,Yes,Gym,East,Owner,Under_Construction
9697,Telangana,Hyderabad,Locality_361,Villa,2,2106,431.51,0.2,2004,Unfurnished,23,20,21,7,8,Medium,No,Yes,"Pool, Garden",West,Builder,Under_Construction
9698,Assam,Silchar,Locality_173,Villa,4,1390,102.02,0.07,2005,Semi-furnished,4,22,20,3,10,High,No,Yes,"Gym, Playground, Pool, Clubhouse, Garden",East,Broker,Under_Construction
9699,Tamil Nadu,Chennai,Locality_287,Independent House,4,3331,140.59,0.04,1991,Semi-furnished,18,15,34,2,2,Medium,No,Yes,"Clubhouse, Pool, Garden, Gym",South,Builder,Ready_to_Move
9700,Haryana,Faridabad,Locality_377,Apartment,2,629,184.21,0.29,1994,Semi-furnished,22,21,31,9,7,Low,Yes,No,"Garden, Pool",West,Builder,Under_Construction
9701,Haryana,Gurgaon,Locality_281,Apartment,4,1370,22.59,0.02,2017,Furnished,19,10,8,9,6,Low,Yes,Yes,"Pool, Garden, Clubhouse, Gym",West,Builder,Ready_to_Move
9702,Chhattisgarh,Raipur,Locality_44,Independent House,2,1674,366.46,0.22,2023,Semi-furnished,24,16,2,5,9,Low,No,Yes,"Pool, Garden, Gym, Clubhouse",North,Owner,Under_Construction
9703,Uttar Pradesh,Noida,Locality_225,Apartment,1,1115,354.79,0.32,1996,Unfurnished,23,4,29,5,5,Medium,No,Yes,"Pool, Garden, Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
9704,Uttarakhand,Dehradun,Locality_406,Independent House,2,2458,43.97,0.02,1991,Semi-furnished,24,21,34,8,8,Medium,Yes,No,"Gym, Garden, Pool, Clubhouse",West,Broker,Ready_to_Move
9705,Uttar Pradesh,Lucknow,Locality_381,Independent House,5,849,65.74,0.08,1999,Semi-furnished,4,27,26,7,10,Medium,No,Yes,"Clubhouse, Playground, Gym, Pool",West,Builder,Under_Construction
9706,Chhattisgarh,Raipur,Locality_352,Villa,2,1343,219.65,0.16,2008,Furnished,8,1,17,4,2,Low,Yes,No,"Garden, Gym, Pool, Clubhouse",West,Broker,Ready_to_Move
9707,Andhra Pradesh,Vijayawada,Locality_31,Apartment,4,4226,422.43,0.1,2014,Unfurnished,22,5,11,1,5,Low,Yes,No,"Clubhouse, Gym, Garden, Pool, Playground",South,Builder,Under_Construction
9708,Telangana,Hyderabad,Locality_335,Villa,2,3864,334.1,0.09,2021,Furnished,1,13,4,1,8,Medium,No,Yes,"Playground, Gym, Clubhouse, Pool, Garden",West,Broker,Under_Construction
9709,Tamil Nadu,Chennai,Locality_173,Apartment,5,3064,30.73,0.01,1994,Semi-furnished,12,9,31,1,7,High,Yes,No,"Gym, Garden",West,Owner,Ready_to_Move
9710,Rajasthan,Jaipur,Locality_216,Apartment,2,4916,210.75,0.04,1990,Semi-furnished,0,13,35,10,1,Medium,Yes,Yes,"Playground, Clubhouse, Gym",South,Owner,Under_Construction
9711,Uttar Pradesh,Lucknow,Locality_204,Independent House,5,4249,250.41,0.06,1991,Furnished,29,5,34,3,3,Medium,Yes,No,"Garden, Clubhouse, Playground, Pool",East,Builder,Ready_to_Move
9712,Tamil Nadu,Coimbatore,Locality_40,Villa,1,2848,478.58,0.17,2008,Semi-furnished,0,10,17,6,9,Low,Yes,No,"Playground, Garden, Clubhouse",East,Broker,Under_Construction
9713,Madhya Pradesh,Bhopal,Locality_254,Independent House,1,578,215.28,0.37,1994,Semi-furnished,20,25,31,7,6,High,No,Yes,"Clubhouse, Gym, Garden, Playground, Pool",North,Builder,Under_Construction
9714,Haryana,Gurgaon,Locality_143,Apartment,5,2000,186.1,0.09,2017,Unfurnished,6,18,8,4,5,Medium,No,Yes,"Gym, Pool, Garden",East,Builder,Under_Construction
9715,Gujarat,Surat,Locality_485,Apartment,2,3537,224.96,0.06,2009,Semi-furnished,7,24,16,4,8,Medium,No,No,"Playground, Garden, Pool, Clubhouse",North,Builder,Under_Construction
9716,Maharashtra,Nagpur,Locality_420,Villa,1,2963,222.97,0.08,2012,Unfurnished,24,28,13,2,9,Low,Yes,No,"Pool, Garden, Clubhouse, Playground",East,Broker,Under_Construction
9717,Andhra Pradesh,Vijayawada,Locality_285,Apartment,2,2343,378.82,0.16,2015,Unfurnished,26,22,10,6,8,Medium,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
9718,Haryana,Faridabad,Locality_111,Apartment,3,3522,122.09,0.03,2019,Unfurnished,22,6,6,3,1,Medium,Yes,No,Gym,North,Builder,Ready_to_Move
9719,Maharashtra,Pune,Locality_236,Independent House,2,530,209.71,0.4,2009,Furnished,18,12,16,2,9,Low,No,No,"Garden, Clubhouse, Gym, Pool, Playground",West,Broker,Under_Construction
9720,Andhra Pradesh,Vishakhapatnam,Locality_227,Villa,1,2130,441.47,0.21,2017,Unfurnished,28,27,8,8,9,Low,Yes,No,"Playground, Gym, Pool, Clubhouse",West,Broker,Under_Construction
9721,Uttar Pradesh,Lucknow,Locality_234,Independent House,2,4834,234.32,0.05,2019,Semi-furnished,5,2,6,7,6,High,Yes,No,"Pool, Gym, Garden, Playground",East,Builder,Under_Construction
9722,Bihar,Gaya,Locality_248,Independent House,2,4923,22.62,0.0,1991,Unfurnished,1,18,34,2,4,Low,No,Yes,"Garden, Playground, Pool",West,Broker,Under_Construction
9723,Rajasthan,Jodhpur,Locality_1,Apartment,1,3615,369.89,0.1,2014,Unfurnished,6,11,11,2,9,High,Yes,Yes,"Playground, Pool",West,Broker,Ready_to_Move
9724,Delhi,New Delhi,Locality_469,Independent House,4,3536,448.19,0.13,2020,Furnished,18,9,5,3,2,High,No,Yes,"Pool, Gym, Clubhouse, Garden, Playground",North,Owner,Under_Construction
